CLASSIFICATION,QF,RESOURCE_AGG_TYPE,PARENT_RESOURCE_ID,RESOURCE_ID,RESOURCE_TYPE,GEN_UNIT_NAME,NET_DEPENDABLE_CAPACITY,NAMEPLATE_CAPACITY,PTO_AREA,OWNER_OR_QF,UNIT_TYPE,ENERGY_SOURCE,ZONE,COD,RIVER_SYSTEM,BAA_ID,UDC
Participating Unit,N,N,,PLAINV_6_NLRSR1,GEN,North Lancaster Ranch ,20,20,SCE,North Lancaster Ranch LLC,PHOTO VOLTAIC,SUN,SP15,2016-12-31,,CISO,SCE
Non-Participating,N,Y,BIGCRK_2_EXESWD,BGCRK2_7_UNIT 3,GEN,BIG CREEK PH 2 UNIT 3,15.8,15.8,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Non-Participating,N,Y,BIGCRK_2_EXESWD,BGCRK2_7_UNIT 5,GEN,BIG CREEK PH 2 UNIT 5,17.5,17.5,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Participating Unit,Y,N,,CRESSY_1_PARKER,GEN,PARKER POWERHOUSE,2.83,3.8,PGAE,Merced Irrigation District,HYDRO,WATER,NP15,1981-09-23,,CISO,PGAE
Participating Unit,N,N,,ETIWND_6_GRPLND,GEN,Grapeland Peaker,47.39,59,SCE,Southern California Edison Company,COMBUSTION TURBINE,NATURAL GAS,SP15,2007-09-20,,CISO,SCE
Participating Unit,N,N,,BLACK_7_UNIT 2,GEN,JAMES B. BLACK 2,84.1,84.1,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1965-01-01,,CISO,PGAE
Participating Unit,N,N,,ROSMDW_2_WIND1,GEN,Pacific Wind - Phase 1,140,250,SCE,"Pacific Wind, LLC",WIND,WIND,SP15,2012-07-20,,CISO,SCE
Participating Unit,N,N,,VICTOR_1_EXSLRA,GEN,Expressway Solar A,2,2,SCE,"FTS Master Tenant 1, LLC",PHOTO VOLTAIC,SUN,SP15,2014-05-07,,CISO,SCE
Participating Unit,N,N,,DAIRLD_1_MD1SL1,GEN,Madera 1,1.5,1.5,PGAE,"GL Madera, LLC",PHOTO VOLTAIC,SUN,NP15,2017-12-29,,CISO,PGAE
Participating Unit,N,N,,ETIWND_2_RTS018,GEN,SPVP018 Fontana RT Solar,1.5,1.5,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2012-11-24,,CISO,SCE
Participating Unit,N,N,,DAVIS_1_SOLAR2,GEN,Grasslands 4,1,1,PGAE,Yolo County,PHOTO VOLTAIC,SUN,NP15,2013-08-05,,CISO,PGAE
Participating Unit,N,N,,LHILLS_6_SOLAR1,GEN,Lost Hills Solar,20,20,PGAE,"Lost Hills Solar, LLC",PHOTO VOLTAIC,SUN,ZP26,2015-04-10,,CISO,PGAE
Non-Participating,N,Y,PNCHEG_2_PL1X4,PNCHEG_2_CTG1,GEN,PANOCHE ENERGY CENTER (CTG1),127.3,127.3,,PANOCHE ENERGY CENTER,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,N,N,,CEDUCR_2_SOLAR4,GEN,Ducor Solar 4,20,20,SCE,"CED Ducor Solar 4, LLC",PHOTO VOLTAIC,SUN,SP15,2016-12-23,,CISO,SCE
Participating Unit,Y,N,,SAUGUS_7_CHIQCN,GEN,Chiquita Canyon Landfill Fac,8,9.2,SCE,"Ameresco Chiquita Energy, LLC",COMBUSTION TURBINE,BIOGAS,SP15,2010-11-23,,CISO,SCE
Participating Unit,N,N,,POTTER_6_UNITS,GEN,Potter Valley,10.1,9.8,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1910-01-01,,CISO,PGAE
Participating Unit,N,N,,MIDWYS_2_MIDSL1,TG,Midway Solar Farm,49.9,50,SCE,MIR2,PHOTO VOLTAIC,SUN,SP15,2018-01-13,,IID,SCE
Participating Unit,N,N,,VICTOR_1_VDRYFB,GEN,Victor Dry Farm Ranch B ,5,5,SCE,Victor Dry Farm Ranch B LLC,PHOTO VOLTAIC,SUN,SP15,2015-06-12,,CISO,SCE
Participating Unit,N,N,,VINCNT_2_WESTWD,GEN,Oasis Power Plant,59,60,SCE,"Oasis Power Partners, LLC",WIND,WIND,SP15,2005-03-31,,CISO,SCE
Participating Unit,N,N,,PWEST_1_UNIT,GEN,PACIFIC WEST 1 WIND GENERATION,2.1,2.1,SCE,Phoenix Wind Power LLC                                     ,WIND,WIND,SP15,,,CISO,SCE
Non-Participating,N,Y,AGRICO_7_UNIT,AGRICO_7_UNIT 4,GEN,Fresno Cogen GT Unit 4,46.5,46.5,,"Fresno Cogeneration Partners, LP",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,DRUM_7_PL1X2,DRUM_7_UNIT 1,GEN,DRUM PH 1 UNIT 1,13,13,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,CHICPK_7_UNIT 1,GEN,Chicago Park Powerhouse,42,42,PGAE,Nevada Irrigation District,HYDRO,WATER,NP15,1965-01-01,,CISO,PGAE
Participating Unit,N,N,,PMPJCK_1_SOLAR2,GEN,Rio Bravo Solar 1,20,20,PGAE,"Rio Bravo Solar I, LLC",PHOTO VOLTAIC,SUN,ZP26,2016-12-21,,CISO,PGAE
Participating Unit,N,N,,OLIVEP_1_SOLAR,GEN,White River Solar,20,20,PGAE,"CED White River Solar, LLC",PHOTO VOLTAIC,SUN,ZP26,2013-06-22,,CISO,PGAE
Participating Unit,N,N,,GARLND_2_GASLRA,GEN,Garland A,20,20,SCE,RE GARLAND A LLC,PHOTO VOLTAIC,SUN,SP15,2016-09-23,,CISO,SCE
Participating Unit,N,N,,SMYRNA_1_DL1SR1,GEN,Delano Land 1,1,1,PGAE,"Delano PV 1, LLC  ",PHOTO VOLTAIC,SUN,ZP26,2017-12-28,,CISO,PGAE
Participating Unit,N,N,,TIFFNY_1_DILLON,GEN,TIFFNY_1_DILLON,45,45,SCE,Dillion Wind LLC,WIND,WIND,SP15,2008-04-18,,CISO,SCE
Non-Participating,N,Y,BIGCRK_2_EXESWD,BGCRK8_7_UNIT 2,GEN,BIG CREEK PH 8 UNIT 2,45,45,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Participating Unit,N,N,,MIDWY3_2_MDSSR1,TG,Midway South Solar Farm,20,20,SDGE,IVLY2,PHOTO VOLTAIC,SUN,SP15,2018-09-06,,IID,SDGE
Participating Unit,N,N,,FRESHW_1_SOLAR1,GEN,Corcoran 3,20,20,PGAE,"CED Corcoran Solar 3, LLC",PHOTO VOLTAIC,SUN,NP15,2016-03-04,,CISO,PGAE
Participating Unit,N,N,,ORTGA_6_ME1SL1,GEN,Merced 1,3,3,PGAE,"GL Merced 2, LLC",PHOTO VOLTAIC,SUN,NP15,2018-04-12,,CISO,PGAE
Participating Unit,N,N,,FLOWD_2_WIND1,GEN,Cameron Ridge 2,11.9,11.9,SCE,"Cameron Ridge II, LLC",WIND,WIND,SP15,2016-01-15,,CISO,SCE
Participating Unit,N,Y,SUNSHN_2_LNDFL,SUNSHN_2_LNDFL,GEN,Sunshine Gas Producers,20,,PGAE,"Sunshine Gas Producers, L.L.C.",COMBUSTION TURBINE,BIOGAS,NP15,2014-09-01,,CISO,PGAE
Non-Participating,N,Y,PRIMM_2_SOLAR1,PRIMM_2_SOLRA1,GEN,PRIMM_2_SOLRA1,136.5,136.5,,"Silver State Solar Power South, LLC ",PHOTO VOLTAIC,SUN,SP15,,,CISO,
Non-Participating,N,Y,HIDSRT_2_UNITS,HIDSRT_7_CTG3,GEN,HIGH DESERT COMBUSTION TURBINE UNIT 3,177.3,177.3,,"High Desert Power Project, LLC",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,MONTPH_7_UNITS,MONTPH_7_UNIT 1,GEN,MONTICELLO Unit 1,5.7,5.7,,,,,NP15,,,CISO,
Non-Participating,,Y,ANTLPE_2_QF,BREEZE_6_QF,GEN,BREEZE_6_QF,8,8,,,,,SP15,,,CISO,
Non-Participating,N,Y,SLUISP_2_UNITS,SLUISP_2_UNIT 5,GEN,San Luis P-G Unit 5,53,53,PGAE,California Dept. of Water Resources,PUMPED STORAGE,WATER,NP15,,,CISO,PGAE
Participating Unit,N,N,,RICHMN_1_CHVSR2,GEN,Chevron 8.5,8.5,8.5,PGAE,"MCE Solar One, LLC",PHOTO VOLTAIC,SUN,NP15,2017-12-21,,CISO,PGAE
Participating Unit,N,N,,OLDRV1_6_SOLAR,GEN,Old River One,20,20,PGAE,"RE Old River One, LLC",PHOTO VOLTAIC,SUN,ZP26,2014-12-30,,CISO,PGAE
Non-Participating,N,Y,ONLLPP_6_UNITS,ONLLPP_6_UNIT 6,GEN,O'NEILL PUMP-GEN UNIT 6,4.2,4.2,,,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,GARNET_2_WIND4,GEN,Windustries,9.8,9.8,SCE,"San Gorgonio Westwinds II - Windustries, LLC",WIND,WIND,SP15,2015-12-10,,CISO,SCE
Participating Unit,N,N,,SANLOB_1_LNDFIL,GEN,Cold Canyon,1.5,5,PGAE,Toro Energy of California SLO,RECIPROCATING ENGINE,BIOGAS,ZP26,2013-07-18,,CISO,PGAE
Non-Participating,N,Y,SPAULD_6_UNIT12,SPAULD_6_UNIT 1,GEN,SPAULDING HYDRO PH 1 UNIT,7,7,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,COLVIL_7_PL1X2,COLVIL_7_UNIT 1,GEN,COLLIERVILLE HYDRO UNIT 1,126.5,126.5,,NCPA (MSS Agreement - S14),HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,NAVYII_2_UNITS,NAVYII_2_UNIT 4,GEN,COSO POWER DEVELOPERS (NAVY II) UNIT 4,33.3,33.3,,,,,SP15,,,CISO,
Participating Unit,N,N,,ALAMIT_7_UNIT 6,GEN,ALAMITOS GEN STA. UNIT 6,495,481,SCE,AES Alamitos,STEAM,NATURAL GAS,SP15,1966-01-01,,CISO,SCE
Participating Unit,N,N,,VILLPK_2_VALLYV,GEN,MWD Valley View Hydroelectric Recovery P,4.1,4.1,SCE,Metropolitan Water District of Southern California,HYDRO,WATER,SP15,1985-01-01,,CISO,SCE
Participating Unit,N,N,,KELYRG_6_UNIT,GEN,KELLY RIDGE HYDRO,11,11,PGAE,South Feather Water and Power,HYDRO,WATER,NP15,1963-01-01,,CISO,PGAE
Participating Unit,N,N,,HELMPG_7_UNIT 1,GEN,HELMS PUMP-GEN UNIT 1,407,407,PGAE,Pacific Gas & Electric Company,PUMPED STORAGE,WATER,NP15,1984-01-01,,CISO,PGAE
Participating Unit,N,N,,BRDSLD_2_MTZUM2,GEN,NextEra Energy Montezuma Wind II,78.2,78.2,PGAE,"NextEra Energy Montezuma Wind II, LLC",WIND,WIND,NP15,2012-02-01,,CISO,PGAE
Participating Unit,N,N,,KNGBRD_2_SOLAR2,GEN,Kingbird Solar B,20,20,SCE,"Kingbird Solar B, LLC ",PHOTO VOLTAIC,SUN,SP15,2016-04-30,,CISO,SCE
Participating Unit,N,N,,VEAVST_1_SOLAR,GEN,Community Solar,14.4,15,SCE,"Valley Electric Association, Inc.",PHOTO VOLTAIC,SUN,SP15,2017-02-10,,CISO,VEA
Participating Unit,N,N,,ATWEL2_1_SOLAR1,GEN,Atwell West,20,20,PGAE,"CED Atwell Island West, LLC",PHOTO VOLTAIC,SUN,ZP26,2015-06-11,,CISO,PGAE
Non-Participating,,Y,DEVERS_1_QF,VENWD_1_QF,GEN,VENWD_1_QF,44.8,44.8,,,,,SP15,,,CISO,
Participating Unit,Y,N,,TIDWTR_2_UNITS,GEN,MARTINEZ COGEN LIMITED PARTNERSHIP,114.8,114.8,PGAE,Martinez Cogen Limited Partnership,COMBUSTION TURBINE,NATURAL GAS,NP15,1987-02-23,,CISO,PGAE
Participating Unit,N,N,,GLDTWN_6_COLUM3,GEN,Columbia 3,10,10,SCE,RE Columbia 3 LLC,PHOTO VOLTAIC,SUN,SP15,2013-12-10,,CISO,SCE
Non-Participating,,Y,OTMESA_2_PL1X3,OTMESA_2_CTG2,GEN,OTAY MESA COMBUSTION TURBINE 2,208,208,,"Otay Mesa Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,N,,CUMMNG_6_SUNCT1,GEN,SunSelect 1,4,4,SCE,"SunSelect Produce (California), Inc.",RECIPROCATING ENGINE,NATURAL GAS,SP15,2018-05-31,,CISO,SCE
Participating Unit,N,N,,COPMTN_2_CM10,GEN,Copper Mountain 10,10,10,SCE,"Copper Mountain Solar 1, LLC",PHOTO VOLTAIC,SUN,SP15,2011-10-03,,CISO,SCE
Participating Unit,Y,N,,OAKWD_6_ZEPHWD,GEN,Zephyr Park,3.5,4.2,SCE,"Oak Creek Wind Power, LLC",WIND,WIND,SP15,2014-02-07,,CISO,SCE
Non-Participating,,Y,OTMESA_2_PL1X3,OTMESA_2_CTG1,GEN,OTAY MESA COMBUSTION TURBINE 1,208,208,,"Otay Mesa Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,BIGCRK_2_EXESWD,MAMMTH_7_UNIT 2,GEN,MAMMOTH POOL UNIT 2,95,95,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Non-Participating,N,Y,DELTA_2_PL1X4,DELTA_2_CTG1,GEN,DELTA ENERGY CENTER CTG UNIT 1,212.5,212.5,,"Delta Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,GWFPWR_1_UNITS,GWFPWR_1_CT 1,GEN,HEP PEAKER PLANT UNIT 1,50,50,,GWF Energy LLC,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,N,Y,MOSSLD_2_PSP2,MOSSLD_2_PSP2,GEN,MOSS LANDING POWER BLOCK 2,510,,PGAE,"Dynegy Moss Landing, LLC",COMBINED CYCLE,NATURAL GAS,NP15,2002-07-11,,CISO,PGAE
Participating Unit,N,N,,APLHIL_1_SLABCK,GEN,SLAB CREEK HYDRO,1,0.4,PGAE,SMUD ICAOA,HYDRO,WATER,NP15,,,CISO,PGAE
Participating Unit,N,N,,TEHAPI_2_WIND1,GEN,Wind Wall Monolith 1,14.89,17,SCE,"Tehachapi Wind Wall, LLC",WIND,WIND,SP15,2016-06-14,,CISO,SCE
Participating Unit,N,N,,SCHNDR_1_FIVPTS,GEN,Five Points Solar Station,15,15,PGAE,Pacific Gas & Electric Company,PHOTO VOLTAIC,SUN,NP15,2011-10-07,,CISO,PGAE
Participating Unit,N,N,,CSCCOG_1_UNIT 1,GEN,SANTA CLARA CO-GEN,7,7,PGAE,City of Santa Clara DBA Silicon Valley Power (MSS Agreement - S14)              ,COMBUSTION TURBINE,NATURAL GAS,NP15,1981-01-01,,CISO,NCPA
Participating Unit,N,N,,ROLLIN_6_UNIT,GEN,ROLLINS HYDRO,13.5,13.5,PGAE,Nevada Irrigation District,HYDRO,WATER,NP15,1980-01-01,,CISO,PGAE
Participating Unit,N,N,,DEVERS_1_SEPV05,GEN,SEPV 5,2,2,SCE,"SEPV2, LLC",PHOTO VOLTAIC,SUN,SP15,2012-05-10,,CISO,SCE
Participating Unit,N,Y,SCEC_1_PDRP112,SCEC_1_PDRP112,GEN,Epic Steel,0.8,,SCE,"Olivine, Inc",OTHER,OTHER,SP15,,,CISO,SCE
Non-Participating,N,Y,MDFKRL_2_PROJCT,MIDFRK_7_UNIT 2,GEN,MIDDLE FORK UNIT 2,69,69,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,BIGSKY_2_SOLAR1,GEN,Antelope Big Sky Ranch ,20,20,SCE,Antelope Big Sky Ranch LLC,PHOTO VOLTAIC,SUN,SP15,2016-08-19,,CISO,SCE
Participating Unit,N,N,,ALPSLR_1_SPSSLR,GEN,Alpaugh 50 LLC,50,50,PGAE,"Alpaugh 50, LLC",PHOTO VOLTAIC,SUN,ZP26,2013-03-08,,CISO,PGAE
Non-Participating,N,Y,WARNE_2_UNIT,WARNE_2_UNIT 2,GEN,WARNE HYDRO UNIT 2,39.1,39.1,,California Dept. of Water Resources,HYDRO,WATER,SP15,,,CISO,
Non-Participating,N,Y,HARBGN_7_UNITS,HARBGN_7_UNIT 1,GEN,Harbor Cogen Unit 1,82.3,82.3,,,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,N,,MALIN_5_IBERDR,TG,Iberdrola Centroid Sytem Resource,100,,PGAE,MALIN500,WIND,WIND,NP15,,,BPAT,PGAE
Participating Unit,N,Y,ELSEGN_2_UN2021,ELSEGN_2_UN2021,GEN,El Segundo Energy Center 7/8,263.68,,SCE,El Segundo Energy Center LLC,COMBINED CYCLE,NATURAL GAS,SP15,2013-06-29,,CISO,SCE
Participating Unit,N,N,,DEVERS_2_DHSPG2,GEN,Desert Hot Springs 2,1.4,1.5,SCE,"CES DHS Solar, LLC",PHOTO VOLTAIC,SUN,SP15,2013-12-31,,CISO,SCE
Participating Unit,Y,N,,WSENGY_1_UNIT 1,GEN,Wheelabrator Shasta,50,50,PGAE,Wheelabrator Shasta Energy Company Inc.,STEAM,BIOMASS,NP15,2017-12-01,,CISO,PGAE
Participating Unit,N,N,,NCPA_7_GP2UN4,GEN,NCPA GEO PLANT 2 UNIT 4,52.73,55,PGAE,NCPA (MSS Agreement - S14),STEAM,GEOTHERMAL,NP15,1986-01-01,,CISO,NCPA
Participating Unit,N,N,,LAMONT_1_SOLAR5,GEN,Redcrest Solar Farm,16.66,20,PGAE,"67RK 8me, LLC",PHOTO VOLTAIC,SUN,ZP26,2015-10-30,,CISO,PGAE
Participating Unit,N,N,,SGREGY_6_SANGER,GEN,Algonquin Power Sanger 2,48.3,48.3,PGAE,Algonquin Power Sanger LLC,COMBINED CYCLE,NATURAL GAS,NP15,2017-06-01,,CISO,PGAE
Participating Unit,Y,N,,VLYHOM_7_SSJID,GEN,Woodward Power Plant,3,5,PGAE,South San Joaquin Irrigation District,HYDRO,WATER,NP15,2013-04-01,,CISO,PGAE
Participating Unit,N,N,,STOREY_2_MDRCH3,GEN,Madera Chowchilla 3,0.42,0.5,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,WATER,NP15,2016-08-01,,CISO,PGAE
Participating Unit,N,N,,TOPAZ_2_SOLAR,GEN,Topaz Solar Farms,550,550,PGAE,"Topaz Solar Farms, LLC",PHOTO VOLTAIC,SUN,ZP26,2014-10-27,,CISO,PGAE
Non-Participating,,Y,RVSIDE_6_SPRING,RVSIDE_7_SPRGU1,GEN,RVSIDE_7_SPRGU1,11,11,,,,,SP15,,,CISO,
Participating Unit,N,N,,SPRGAP_1_UNIT 1,GEN,SPRING GAP HYDRO,7,7,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1921-01-01,,CISO,PGAE
Participating Unit,N,Y,SALTSP_7_UNITS,SALTSP_7_UNITS,GEN,SALT SPRINGS HYDRO AGGREGATE,46,,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1931-01-01,,CISO,PGAE
Participating Unit,N,N,,DELAMO_2_SOLAR5,GEN,Golden Springs Building L,1,1,SCE,"Golden Springs Development Company, LLC",PHOTO VOLTAIC,SUN,SP15,2017-02-24,,CISO,SCE
Participating Unit,Y,Y,SANITR_6_UNITS,SANITR_6_UNITS,GEN,LACSD CARSON WATER POLLUTION AGGREGATE,8,,SCE,County Sanitation District No. 2 of Los Angeles County,COMBINED CYCLE,NATURAL GAS,SP15,,,CISO,SCE
Participating Unit,Y,N,,CHEVCO_6_UNIT 1,GEN,CHEVRON USA (COALINGA),16.5,19,PGAE,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,ZP26,1986-01-17,,CISO,PGAE
Participating Unit,Y,N,,CATLNA_2_SOLAR2,GEN,Catalina Solar 2,18,18,SCE,"Catalina Solar 2, LLC",PHOTO VOLTAIC,SUN,SP15,2015-07-22,,CISO,SCE
Participating Unit,N,N,,CABZON_1_WINDA1,GEN,Cabazon Wind Project,41,41,SCE,"Cabazon Wind Partners, LLC",WIND,WIND,SP15,2002-08-31,,CISO,SCE
Participating Unit,Y,N,,PEABDY_2_LNDFL1,GEN,Potrero Hills Energy Producers,8,8,PGAE,"Potrero Hills Energy Producers, LLC",RECIPROCATING ENGINE,BIOGAS,NP15,2016-04-07,,CISO,PGAE
Participating Unit,N,N,,DEVERS_1_SOLAR1,GEN,SEPV8,12,12,SCE,"Highlander Solar 1, LLC",PHOTO VOLTAIC,SUN,SP15,2013-06-01,,CISO,SCE
Participating Unit,N,N,,CONTRL_1_OXBOW,GEN,Dixie Valley Geo,60,64.7,SCE,"Terra-Gen Dixie Valley, LLC",STEAM,GEOTHERMAL,SP15,2018-07-05,,CISO,SCE
Participating Unit,Y,N,,OAK C_1_EBMUD,GEN,MWWTP PGS 1 - ENGINES,6.9,6.9,PGAE,EAST BAY MUNICIPAL UTILITY DISTRICT,RECIPROCATING ENGINE,BIOGAS,NP15,2012-11-01,,CISO,PGAE
Non-Participating,N,Y,COLUSA_2_PL1X3,COLUSA_2_CTG1,GEN,Colusa Generating Station,213.5,213.5,,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,KELSO_2_UNITS,KELSO_2_GTG7,GEN,Mariposa Energy Project,49.4,49.4,,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,,Y,SANTFG_7_UNITS,SANTFG_7_UNIT 2,GEN,SANTFG_7_UNIT 2,46,46,,,,,NP15,,,CISO,
Participating Unit,Y,N,,GRNLF2_1_UNIT,GEN,GREENLEAF II COGEN,49.5,63.8,PGAE,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,NP15,1989-10-12,,CISO,PGAE
Participating Unit,Y,N,,INDVLY_1_UNITS,GEN,Indian Valley Hydro,3.01,5,PGAE,Yolo County Flood Control,HYDRO,WATER,NP15,1983-09-15,,CISO,PGAE
Participating Unit,N,N,,EEKTMN_6_SOLAR1,GEN,EE K Solar 1,20,20,PGAE,"EE Kettleman Land, LLC",PHOTO VOLTAIC,SUN,NP15,2015-08-12,,CISO,PGAE
Non-Participating,N,Y,PINFLT_7_UNITS,PINFLT_7_UNIT 1,GEN,Pine Flat Unit 1,63.3,63.3,,,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,MRCHNT_2_PL1X3,MRCHNT_2_STG,GEN,Desert Star Energy Center ST1,201,201,,San Diego Gas and Electric Company,STEAM,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,Y,RUSCTY_2_UNITS,RUSCTY_2_UNITS,GEN,Russell City Energy Center,620.5,,PGAE,"Russell City Energy Company, LLC",COMBINED CYCLE,NATURAL GAS,NP15,2013-08-08,,CISO,PGAE
Participating Unit,N,N,,ASTORA_2_SOLAR1,GEN,Astoria 1,100,100,SCE,RE Astoria LLC,PHOTO VOLTAIC,SUN,SP15,2016-10-18,,CISO,SCE
Non-Participating,N,Y,NAVYII_2_UNITS,NAVYII_2_UNIT 5,GEN,COSO Power Developers (Navy II) Unit 5,33.3,33.3,,,,,SP15,,,CISO,
Non-Participating,N,Y,CENTRY_6_PL1X4,CENTRY_6_GEN 4,GEN,CENTURY GEN 4,10.8,10.8,,"Colton Power, LP ",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,Y,N,,GARNET_1_WT3WND,GEN,Wagner Wind,6,6,SCE,"Wagner Wind, LLC",WIND,WIND,SP15,2012-12-24,,CISO,SCE
Participating Unit,N,N,,USWND4_2_UNIT2,GEN,Altamont Landfill Gas to Energy,7.4,7.4,PGAE,"WM Renewable Energy, LLC",COMBUSTION TURBINE,BIOGAS,NP15,2018-02-01,,CISO,PGAE
Participating Unit,N,N,,CEDUCR_2_SOLAR3,GEN,Ducor Solar 3,15,15,SCE,"CED Ducor Solar 3, LLC",PHOTO VOLTAIC,SUN,SP15,2016-12-23,,CISO,SCE
Participating Unit,N,N,,OROLOM_1_SOLAR2,GEN,Oro Loma Solar 2,10,10,PGAE,"CED Oro Loma Solar, LLC",PHOTO VOLTAIC,SUN,NP15,2017-01-28,,CISO,PGAE
Participating Unit,N,N,,LAMONT_1_SOLAR2,GEN,Redwood Solar Farm 4,20,20,PGAE,54KR 8me LLC,PHOTO VOLTAIC,SUN,ZP26,2018-01-06,,CISO,PGAE
Participating Unit,N,N,,NCPA_7_GP1UN2,GEN,NCPA GEO PLANT 1 UNIT 2,34,55,PGAE,NCPA (MSS Agreement - S14),STEAM,GEOTHERMAL,NP15,1983-01-01,,CISO,NCPA
Non-Participating,N,Y,TULLCK_7_UNITS,TULLCK_7_UNIT 1,GEN,TULLOCH Unit 1,9.9,9.9,,,,,NP15,,,CISO,
Participating Unit,N,Y,VERNON_6_MALBRG,VERNON_6_MALBRG,GEN,Malburg Generating Station,134,,SCE,City of Vernon,COMBINED CYCLE,NATURAL GAS,SP15,2005-10-17,,CISO,VERN
Participating Unit,N,Y,PIT3_7_PL1X3,PIT3_7_PL1X3,GEN,"PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",70.6,,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1925-01-01,,CISO,PGAE
Participating Unit,N,N,,TUPMAN_1_BIOGAS,GEN,ABEC Bidart-Stockale #1,0.6,0.6,PGAE,ABEC Bidart-Stockdale LLC,RECIPROCATING ENGINE,BIOGAS,ZP26,2013-03-20,,CISO,PGAE
Participating Unit,Y,N,,BLULKE_6_BLUELK,GEN,Blue Lake Power,12,13.8,PGAE,"Blue Lake Power, LLC",STEAM,BIOMASS,NP15,,,CISO,PGAE
Participating Unit,N,Y,WISHON_6_UNITS,WISHON_6_UNITS,GEN,Wishon/San Joaquin  #1-A AGGREGATE,18.4,,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1910-01-01,,CISO,PGAE
Participating Unit,N,N,,PLACVL_1_CHILIB,GEN,Chili Bar Hydro,8.4,8.4,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1965-01-01,,CISO,PGAE
Participating Unit,Y,Y,CALGEN_1_UNITS,CALGEN_1_UNITS,GEN,Coso Navy 1,92.2,,SCE,Coso Finance Partners,COMBUSTION TURBINE,GEOTHERMAL,SP15,1987-07-13,,CISO,SCE
Non-Participating,N,Y,SHELRF_1_UNITS,SHELRF_7_UNIT 2,GEN,Shell Oil Refinery Unit 2,40,40,,"Martinez Refining Company-Division of Equilon Enterprises, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,Y,N,,MALCHQ_7_UNIT 1,GEN,MALACHA HYDRO L.P.,32.5,32.5,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1988-12-07,,CISO,PGAE
Participating Unit,N,N,,SBERDO_2_REDLND,GEN,Redlands RT Solar,2,2.5,SCE,Southern California Edison Company,PHOTO VOLTAIC,SUN,SP15,2011-03-23,,CISO,SCE
Participating Unit,N,N,,NCPA_7_GP2UN3,GEN,NCPA GEO PLANT 2 UNIT 3,42.42,55,PGAE,NCPA (MSS Agreement - S14),STEAM,GEOTHERMAL,NP15,1985-01-01,,CISO,NCPA
Participating Unit,N,N,,MIDWD_2_WIND2,GEN,Coram Energy,3,3,SCE,"Coram Energy, LLC",WIND,WIND,SP15,2015-12-23,,CISO,SCE
Participating Unit,N,N,,RECTOR_2_TFDBM1,GEN,Two Fiets Dairy Digester,0.8,0.8,SCE,Two Fiets,RECIPROCATING ENGINE,BIOGAS,SP15,2019-01-07,,CISO,SCE
