CLASSIFICATION,QF,RESOURCE_AGG_TYPE,PARENT_RESOURCE_ID,RESOURCE_ID,RESOURCE_TYPE,GEN_UNIT_NAME,NET_DEPENDABLE_CAPACITY,NAMEPLATE_CAPACITY,PTO_AREA,OWNER_OR_QF,UNIT_TYPE,ENERGY_SOURCE,ZONE,COD,RIVER_SYSTEM,BAA_ID,UDC
Participating Unit,N,N,,ALAMIT_7_UNIT 4,GEN,ALAMITOS GEN STA. UNIT 4,335.67,320,SCE,AES Alamitos,STEAM,NATURAL GAS,SP15,1962-01-01,,CISO,SCE
Participating Unit,N,Y,CARBOU_7_PL2X3,CARBOU_7_PL2X3,GEN,CARIBOU PH 1 UNIT 2 & 3 AGGREGATE,49,,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1921-01-01,,CISO,PGAE
Participating Unit,Y,N,,CHEVCY_1_UNIT,GEN,CHEVRON USA (CYMRIC),24.3,24.3,PGAE,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,ZP26,1982-10-15,,CISO,PGAE
Participating Unit,N,N,,BUCKWD_1_NPALM1,GEN,North Palm Springs 1A,2.4,2.4,SCE,"North Palm Springs Investments, LLC",PHOTO VOLTAIC,SUN,SP15,2012-04-02,,CISO,SCE
Non-Participating,N,Y,PIT3_7_PL1X3,PIT3_7_UNIT 1,GEN,PIT PH 3 UNIT 1,24,24,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,HINSON_6_LBECH1,GEN,Long Beach Unit 1,65,70,SCE,Long Beach Generation LLC,COMBUSTION TURBINE,NATURAL GAS,SP15,2007-08-01,,CISO,SCE
Participating Unit,N,N,,ANAHM_7_CT,GEN,ANAHEIM COMBUSTION TURBINE,42.81,49.2,SCE,City of Anaheim (MSS Agreement - S14),COMBUSTION TURBINE,NATURAL GAS,SP15,1990-01-01,,CISO,ANHM
Participating Unit,N,Y,PIT4_7_PL1X2,PIT4_7_PL1X2,GEN,PIT PH 4 UNITS 1 & 2 AGGREGATE,95,,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1955-01-01,,CISO,PGAE
Participating Unit,N,N,,ALTA4A_2_CPCW1,GEN,Alta Wind 1,150,150,SCE,"Alta Interconnection Management, LLC",WIND,WIND,SP15,2010-12-29,,CISO,SCE
Non-Participating,N,Y,CARLS1_2_CARCT1,CARLS1_2_CTG9,GEN,CARLS1_2_CTG9,105.5,105.5,,San Diego Gas & Electric,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,N,,PIUTE_6_GNBSR1,GEN,Green Beanworks B,3,3,SCE,"Green Beanworks B, LLC",PHOTO VOLTAIC,SUN,SP15,2018-12-28,,CISO,SCE
Participating Unit,N,N,,CONTRL_1_CASAD3,GEN,Mammoth G3,14,14,SCE,Mammoth One LLC,OTHER,GEOTHERMAL,SP15,2013-04-01,,CISO,SCE
Participating Unit,N,N,,KIRKER_7_KELCYN,GEN,KELLER CANYON LANDFILL GEN FACILICITY,3.56,3.8,PGAE,"Ameresco Keller Canyon, LLC",RECIPROCATING ENGINE,BIOGAS,NP15,2009-08-01,,CISO,PGAE
Non-Participating,,Y,ANTLPE_2_QF,MIDWD_6_QF,GEN,MIDWD_6_QF,11,11,,,,,SP15,,,CISO,
Participating Unit,Y,N,,BRDGVL_7_BAKER,GEN,Baker Station Hydro,1.49,2.5,PGAE,"Baker Station Associates, LP",HYDRO,WATER,NP15,1987-12-10,,CISO,PGAE
Participating Unit,N,N,,BLACK_7_UNIT 1,GEN,JAMES B. BLACK 1,85,84,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1966-01-01,,CISO,PGAE
Participating Unit,N,N,,VOLTA_2_UNIT 2,GEN,Volta Hydro Unit 2,1,1,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1981-01-01,,CISO,PGAE
Participating Unit,Y,N,,GOLETA_2_QF,GEN,GOLETA QFS,0.4,0.5,SCE,Southern California Edison Company,OTHER,OTHER,SP15,1986-01-01,,CISO,SCE
Participating Unit,N,N,,LAMONT_1_SOLAR3,GEN,Woodmere Solar Farm,14.99,15,PGAE,"87RL 8me, LLC",PHOTO VOLTAIC,SUN,ZP26,2015-12-23,,CISO,PGAE
Participating Unit,N,N,,RSMSLR_6_SOLAR2,GEN,Rosamond Two,20,20,SCE,RE Rosamond Two LLC,PHOTO VOLTAIC,SUN,SP15,2013-12-20,,CISO,SCE
Non-Participating,N,Y,SCHLTE_1_PL1X3,SCHLTE_1_UNITA2,GEN,Tracy Unit 2 Peaking Project,87,87,PGAE,GWF Energy LLC,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,PGAE
Non-Participating,,Y,SBERDO_2_PSP4,SBERDO_7_CT4B,GEN,SBERDO_7_CT4B,182,182,,,,,SP15,,,CISO,
Participating Unit,N,N,,MALIN_5_INHRPG,TG,BIGLOW CANYON,50,,PGAE,MALIN500,WIND,WIND,NP15,,,BPAT,PGAE
Participating Unit,N,N,,MIRLOM_2_CORONA,GEN,MWD Corona Hydroelectric Recovery Plant,2.85,2.8,SCE,Metropolitan Water District of Southern California,HYDRO,WATER,SP15,1987-01-01,,CISO,SCE
Participating Unit,N,N,,INDIGO_1_UNIT 2,GEN,INDIGO PEAKER UNIT 2,44.53,45,SCE,Wildflower Energy LP,COMBUSTION TURBINE,NATURAL GAS,SP15,2001-09-19,,CISO,SCE
Participating Unit,N,Y,AGRICO_6_PL3N5,AGRICO_6_PL3N5,GEN,Fresno Peaker,22.69,,PGAE,"Fresno Cogeneration Partners, LP",COMBUSTION TURBINE,NATURAL GAS,NP15,2006-08-30,,CISO,PGAE
Participating Unit,N,N,,GLNARM_7_UNIT 2,GEN,GLEN ARM UNIT 2,22.3,30.6,SCE,City of Pasadena,COMBUSTION TURBINE,NATURAL GAS,SP15,1976-01-01,,CISO,PASA
Participating Unit,N,N,,CAVLSR_2_BSOLAR,GEN,California Valley Solar Ranch-Phase B,40,40,PGAE,"High Plains Ranch II, LLC",PHOTO VOLTAIC,SUN,ZP26,2013-01-01,,CISO,PGAE
Participating Unit,N,N,,LEPRFD_1_KANSAS,GEN,Kansas,20,20,PGAE,"RE Kansas, LLC",PHOTO VOLTAIC,SUN,NP15,2014-12-18,,CISO,PGAE
Non-Participating,N,Y,BIGCRK_2_EXESWD,BGCRK4_7_UNIT 2,GEN,BIG CREEK PH 4 UNIT 2,50,50,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Non-Participating,N,Y,BUCKBL_2_PL1X3,BUCKBL_2_CTG12,GEN,Blythe CTG 12,182,182,,"Blythe Energy, LLC ",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,N,,BEKWJS_5_BV1SCEDYN,TG,Broadview 1,130,,SCE,WILLOWBEACH,WIND,WIND,SP15,2017-01-27,,AZPS,SCE
Participating Unit,N,N,,GLDTWN_6_SOLAR,GEN,Rio Grande,5,5,SCE,RE Rio Grande LLC,PHOTO VOLTAIC,SUN,SP15,2013-11-18,,CISO,SCE
Participating Unit,N,N,,ALTA4B_2_CPCW6,GEN,Mustang Hills,150,150,SCE,"Alta Interconnection Management, LLC",WIND,WIND,SP15,2012-05-09,,CISO,SCE
Non-Participating,N,Y,DREWS_6_PL1X4,DREWS_6_GEN 2,GEN,DREWS UNIT 2,10.8,10.8,,"Colton Power, LP ",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,N,,DAVIS_1_SOLAR1,GEN,Grasslands 3,1,1,PGAE,Yolo County,PHOTO VOLTAIC,SUN,NP15,2013-07-01,,CISO,PGAE
Non-Participating,N,Y,ONLLPP_6_UNITS,ONLLPP_6_UNIT 2,GEN,O'NEILL PUMP-GEN UNIT 2,4.2,4.2,,,HYDRO,WATER,NP15,,,CISO,
Non-Participating,,Y,DSRTSN_2_SOLAR1,DSRTSN_2_SOLR1B,GEN,Desert Sunlight 300,156.9,156.9,,"Desert Sunlight Holdings, LLC",PHOTO VOLTAIC,SUN,SP15,,,CISO,
Participating Unit,N,N,,ALAMIT_7_UNIT 3,GEN,ALAMITOS GEN STA. UNIT 3,332.18,322,SCE,AES Alamitos,STEAM,NATURAL GAS,SP15,1961-01-01,,CISO,SCE
Participating Unit,N,N,,OXBOW_6_DRUM,GEN,OXBOW HYDRO,5.8,6,PGAE,Placer County Water Agency,HYDRO,WATER,NP15,1966-01-01,,CISO,PGAE
Participating Unit,N,N,,ELCAP_1_SOLAR,GEN,2097 Helton,1.5,1.5,PGAE,Solarenewal LLC,PHOTO VOLTAIC,SUN,NP15,2015-05-01,,CISO,PGAE
Participating Unit,N,N,,RECTOR_7_TULARE,GEN,MM Tulare ,1.5,1.5,SCE,"MM Tulare Energy, LLC",RECIPROCATING ENGINE,BIOMASS,SP15,1998-05-08,,CISO,SCE
Non-Participating,N,Y,SALTSP_7_UNITS,SALTSP_7_UNIT 1,GEN,Salt Springs Unit 1,12,12,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,GATWAY_2_PL1X3,GATWAY_2_CTGA,GEN,Gateway CTG A,203.1,203.1,,Gateway Generating Station,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,N,Y,TIGRCK_7_UNITS,TIGRCK_7_UNITS,GEN,TIGER CREEK HYDRO AGGREGATE,62,,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1931-01-01,,CISO,PGAE
Participating Unit,Y,N,,UNOCAL_1_UNITS,GEN,TOSCO (RODEO PLANT),49.85,57.3,PGAE,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,NP15,1987-05-21,,CISO,PGAE
Participating Unit,Y,N,,GARNET_2_DIFWD1,GEN,Difwind,7.88,7.9,SCE,Difwind Farms Limited V,WIND,WIND,SP15,2018-01-19,,CISO,SCE
Non-Participating,N,Y,ELECTR_7_PL1X3,ELECTR_7_UNIT 3,GEN,ELECTRA UNIT 3,38.1,38.1,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,RVSIDE_6_RERCU2,GEN,Riverside Energy Res. Ctr Unit 2,48.5,48.5,SCE,City of Riverside (MSSA),COMBUSTION TURBINE,NATURAL GAS,SP15,2006-06-01,,CISO,RVSD
Participating Unit,N,N,,GOLETA_6_ELLWOD,GEN,ELLWOOD ENERGY SUPPORT FACILITY,54,56,SCE,NRG California South LP,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,SCE
Participating Unit,N,N,,MSTANG_2_SOLAR3,GEN,Mustang 3,40,40,PGAE,RE Mustang 3 LLC,PHOTO VOLTAIC,SUN,NP15,2016-05-03,,CISO,PGAE
Participating Unit,N,N,,BIGSKY_2_SOLAR7,GEN,Big Sky Solar 1,50,50,SCE,"Antelope DSR 1, LLC",PHOTO VOLTAIC,SUN,SP15,2016-12-15,,CISO,SCE
Participating Unit,N,N,,MONLTS_2_MONWD5,GEN,Monolith 5,4.04,5,SCE,"Terra-Gen 251 Wind, LLC",WIND,WIND,SP15,2018-01-17,,CISO,SCE
Participating Unit,N,N,,VISTA_2_RIALTO,GEN,Rialto RT Solar,1,2,SCE,Southern California Edison Company,PHOTO VOLTAIC,SUN,SP15,2011-03-01,,CISO,SCE
Participating Unit,N,N,,ESQUON_6_LNDFIL,GEN,Neal Road Landfill Generating Facility,2.1,2.1,PGAE,Ameresco Butte County LLC,RECIPROCATING ENGINE,BIOGAS,NP15,2012-09-27,,CISO,PGAE
Non-Participating,N,Y,MDFKRL_2_PROJCT,RALSTN_7_UNIT 1,GEN,RALSTON UNIT 1,86,86,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,NHOGAN_6_UNITS,NHOGAN_6_UNIT 1,GEN,NEW HOGAN PH UNIT 1,2.2,2.2,,,,,NP15,,,CISO,
Participating Unit,N,N,,CRNEVL_6_SJQN 2,GEN,SAN JOAQUIN 2,3.2,3.2,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1917-01-01,,CISO,PGAE
Participating Unit,N,N,,CAYTNO_2_VASCO,GEN,Vasco Road,4.3,4.3,PGAE,Ameresco Vasco Road LLC,RECIPROCATING ENGINE,BIOGAS,NP15,2014-02-05,,CISO,PGAE
Participating Unit,N,N,,HENRTA_6_SOLAR2,GEN,Westside Solar Power PV1,2,2,PGAE,Westside Assets LLC,PHOTO VOLTAIC,SUN,NP15,2016-05-07,,CISO,PGAE
Participating Unit,N,N,,ETIWND_2_CHMPNE,GEN,Champagne,1,1.5,SCE,"California PV Energy, LLC",PHOTO VOLTAIC,SUN,SP15,2013-12-20,,CISO,SCE
Participating Unit,N,N,,SWIFT_1_NAS,GEN,YERBA BUENA BATTERY,4.8,4.8,PGAE,Pacific Gas and Electric Company,OTHER,LESR,NP15,2016-01-21,,CISO,PGAE
Non-Participating,,Y,KRAMER_2_SEGS89,KRAMER_2_SEGS 8,GEN,KRAMER_2_SEGS 8,92,92,,,,,SP15,,,CISO,
Non-Participating,N,Y,DELSUR_6_CREST,DELSUR_6_CREST1,GEN,DELSUR_6_CREST1,8.5,8.5,,Southern California Edison Company,PHOTO VOLTAIC,SUN,SP15,,,CISO,
Non-Participating,,Y,VERNON_6_MALBRG,VERNON_7_CTG2,GEN,VERNON_7_CTG2,42,42,,,,,SP15,,,CISO,
Participating Unit,N,N,,GUERNS_6_SOLAR,GEN,Guernsey Solar Station,20,20,PGAE,Pacific Gas & Electric Company,PHOTO VOLTAIC,SUN,NP15,2013-09-18,,CISO,PGAE
Participating Unit,N,N,,OROLOM_1_SOLAR1,GEN,Oro Loma Solar 1,10,10,PGAE,"CED Oro Loma Solar, LLC",PHOTO VOLTAIC,SUN,NP15,2017-01-28,,CISO,PGAE
Participating Unit,N,N,,TRNQL8_2_AMASR1,GEN,Tranquillity 8 Amarillo,20,20,PGAE,"Great Valley Solar 4, LLC",PHOTO VOLTAIC,SUN,NP15,2017-12-26,,CISO,PGAE
Participating Unit,N,N,,CAMLOT_2_SOLAR1,GEN,Camelot,45,45,SCE,"RE Camelot, LLC",PHOTO VOLTAIC,SUN,SP15,2014-12-11,,CISO,SCE
Participating Unit,N,Y,IVWEST_2_SOLAR1,IVWEST_2_SOLAR1,GEN,Imperial Valley West ( Q # 608) ,150,,SDGE,"CSolar IV West, LLC ",PHOTO VOLTAIC,SUN,SP15,2015-09-30,,CISO,SDGE
Participating Unit,Y,N,,SPQUIN_6_SRPCQU,GEN,Quincy Biomass,24,24,PGAE,Sierra Pacific Industries,STEAM,BIOMASS,NP15,2018-05-17,,CISO,PGAE
Participating Unit,N,Y,SCEW_2_PDRP100,SCEW_2_PDRP100,GEN,SCEW_2_PDRP100,0.99,,SCE,"OHMCONNECT, INC.",OTHER,OTHER,SP15,,,CISO,SCE
Non-Participating,N,Y,INTKEP_2_UNITS,MOCCPH_7_UNIT 1,GEN,MOCCASIN HYDRO UNIT 1,52,52,,,,,NP15,,,CISO,
Non-Participating,N,Y,SLUISP_2_UNITS,SLUISP_2_UNIT 2,GEN,San Luis P-G Unit 2,53,53,PGAE,California Dept. of Water Resources,PUMPED STORAGE,WATER,NP15,,,CISO,PGAE
Participating Unit,N,N,,LIVOAK_1_UNIT 1,GEN,LIVE OAK LIMITED,49.7,55.3,PGAE,Live Oak Limited,COMBUSTION TURBINE,NATURAL GAS,ZP26,1991-03-16,,CISO,PGAE
Participating Unit,N,Y,SCEC_1_PDRP111,SCEC_1_PDRP111,GEN,SCEC_1_PDRP111,9.99,,SCE,"Leapfrog Power, inc.",OTHER,OTHER,SP15,,,CISO,SCE
Participating Unit,N,N,,CENTER_6_PEAKER,GEN,Center Peaker,47.11,59,SCE,Southern California Edison Company,COMBUSTION TURBINE,NATURAL GAS,SP15,2007-09-20,,CISO,SCE
Participating Unit,N,Y,ELSEGN_2_UN1011,ELSEGN_2_UN1011,GEN,El Segundo Energy Center 5/6,263,,SCE,El Segundo Energy Center LLC,COMBINED CYCLE,NATURAL GAS,SP15,2013-06-29,,CISO,SCE
Participating Unit,Y,N,,COTTLE_2_FRNKNH,GEN,Frankenheimer Power Plant,5.3,5,PGAE,South San Joaquin Irrigation District,HYDRO,WATER,NP15,2013-04-01,,CISO,PGAE
Participating Unit,N,N,,LITLRK_6_SOLAR1,GEN,Lancaster Little Rock C ,5,5,SCE,Lancaster Little Rock C LLC,PHOTO VOLTAIC,SUN,SP15,2015-01-17,,CISO,SCE
Participating Unit,N,N,,RTREE_2_WIND2,GEN,Rising Tree 2,19.8,19.8,SCE,Rising Tree Wind Farm II LLC,WIND,WIND,SP15,2015-01-12,,CISO,SCE
Participating Unit,N,N,,CRELMN_6_RAMSR3,GEN,Ramona Solar Energy,4.32,4.4,SDGE,San Diego Gas & Electric,PHOTO VOLTAIC,SUN,SP15,2018-02-03,,CISO,SDGE
Participating Unit,N,N,,CEDUCR_2_SOLAR1,GEN,Ducor Solar 1,20,20,SCE,"CED Ducor Solar 1, LLC",PHOTO VOLTAIC,SUN,SP15,2016-12-23,,CISO,SCE
Participating Unit,N,Y,SPICER_1_UNITS,SPICER_1_UNITS,GEN,SPICER HYDRO UNITS 1-3 AGGREGATE,6,,PGAE,NCPA (MSS Agreement - S14),HYDRO,WATER,NP15,1990-01-01,,CISO,NCPA
Participating Unit,N,N,,MANZNA_2_WIND,GEN,Manzana Wind,189,300,SCE,Manzana Wind,WIND,WIND,SP15,2012-12-20,,CISO,SCE
Non-Participating,N,Y,TENGEN_2_PL1X2,TENGEN_6_UNIT 2,GEN,"Berry Petroleum Placerita, Unit 2",22.7,22.7,,Southern California Edison Company,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,N,,RVSIDE_6_RERCU1,GEN,Riverside Energy Res. Ctr Unit 1,48.35,48.5,SCE,City of Riverside (MSSA),COMBUSTION TURBINE,NATURAL GAS,SP15,2006-06-01,,CISO,RVSD
Participating Unit,N,Y,SLSTR2_2_SOLAR2,SLSTR2_2_SOLAR2,GEN,Solar Star 2,276,,SCE,"Solar Star California XX, LLC",PHOTO VOLTAIC,SUN,SP15,2014-07-31,,CISO,SCE
Non-Participating,N,Y,PIT3_7_PL1X3,PIT3_7_UNIT 2,GEN,Pit PH 3 Unit 2,26,26,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,DSABLA_7_UNIT,GEN,De Sabla Hydro,18.5,18.5,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1963-01-01,,CISO,PGAE
Participating Unit,N,N,,FROGTN_1_UTICAM,GEN,Murphys Powerhouse,3.6,3.6,PGAE,Utica Water and Power Authority,HYDRO,WATER,NP15,2017-08-22,,CISO,PGAE
Participating Unit,N,N,,USWND2_1_WIND3,GEN,Golden Hills C,46,46,PGAE,"Golden Hills Interconnection, LLC",WIND,WIND,NP15,2017-11-09,,CISO,PGAE
Participating Unit,N,N,,CORCAN_1_SOLAR1,GEN,CID Solar,20,20,PGAE,"CID Solar, LLC",PHOTO VOLTAIC,SUN,NP15,2015-01-09,,CISO,PGAE
Participating Unit,N,N,,CHINO_2_APEBT1,GEN,Pomona Energy Storage,20,20,SCE,AltaGas Pomona Energy Storage Inc.,OTHER,LESR,SP15,2016-12-31,,CISO,SCE
Non-Participating,N,Y,CARLS1_2_CARCT1,CARLS1_2_CTG8,GEN,CARLS1_2_CTG8,105.5,105.5,,San Diego Gas & Electric,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,SLUISP_2_UNITS,SLUISP_2_UNIT 7,GEN,San Luis P-G Unit 7,53,53,PGAE,California Dept. of Water Resources,PUMPED STORAGE,WATER,NP15,,,CISO,PGAE
Non-Participating,N,Y,DELSUR_6_CREST,DELSUR_6_CREST2,GEN,DELSUR_6_CREST2,3.5,3.5,,Southern California Edison Company,PHOTO VOLTAIC,SUN,SP15,,,CISO,
Participating Unit,,N,,INLDEM_5_UNIT 1,GEN,"Inland Empire Energy Center, Unit 1",376.2,405,SCE,"Inland Empire Energy Center, LLC",COMBINED CYCLE,NATURAL GAS,SP15,2009-06-29,,CISO,SCE
Participating Unit,N,Y,OGROVE_6_PL1X2,OGROVE_6_PL1X2,GEN,Orange Grove Energy Center,96,,SDGE,"Orange Grove Energy, L.P.",COMBUSTION TURBINE,NATURAL GAS,SP15,2010-06-16,,CISO,SDGE
Participating Unit,N,N,,SKERN_6_SOLAR2,GEN,SKIC Solar,10,10,PGAE,"Algonquin SKIC 10 Solar, LLC",PHOTO VOLTAIC,SUN,ZP26,2017-01-05,,CISO,PGAE
Participating Unit,N,N,,DEVERS_1_SOLAR,GEN,Cascade Solar,18.5,18.5,SCE,"Cascade Solar, LLC",PHOTO VOLTAIC,SUN,SP15,2013-11-30,,CISO,SCE
Non-Participating,N,Y,LAROA2_2_UNITA1,LAROA2_2_CTG 2S,GEN,CENTRAL LA ROSITA II COMBUSTION TURBINE,181.5,181.5,,"Energia de Baja California, S. de R.L. de C.V.",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,BIGCRK_2_EXESWD,BGCRK1_7_UNIT 4,GEN,BIG CREEK PH 1 UNIT 4,31.2,31.2,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Participating Unit,N,N,,HNTGBH_7_UNIT 1,GEN,HUNTINGTON BEACH GEN STA. UNIT 1,225.75,226,SCE,AES Huntington Beach,STEAM,NATURAL GAS,SP15,,,CISO,SCE
Participating Unit,N,N,,INDIGO_1_UNIT 3,GEN,INDIGO PEAKER UNIT 3,43.69,45,SCE,Wildflower Energy LP,COMBUSTION TURBINE,NATURAL GAS,SP15,2001-09-19,,CISO,SCE
Participating Unit,N,N,,GOOSLK_1_SOLAR1,GEN,Goose Lake,12,12,PGAE,"Cottonwood Solar, LLC",PHOTO VOLTAIC,SUN,ZP26,2015-05-23,,CISO,PGAE
Non-Participating,N,Y,TULLCK_7_UNITS,TULLCK_7_UNIT 2,GEN,TULLOCH Unit 2,9.9,9.9,,,,,NP15,,,CISO,
Participating Unit,Y,N,,GOLETA_6_GAVOTA,GEN,Point Arguello Pipeline Company,9.9,10.5,SCE,Point Arguello Pipeline Company (PAPCO),COMBUSTION TURBINE,NATURAL GAS,SP15,1987-01-01,,CISO,SCE
Participating Unit,Y,N,,NIMTG_6_NICOGN,GEN,NORTH ISLAND COGEN,4.05,5,SDGE,SDG&E Exempt,,OTHER,SP15,1989-01-01,,CISO,SDGE
Non-Participating,N,Y,ONLLPP_6_UNITS,ONLLPP_6_UNIT 4,GEN,O'NEILL PUMP-GEN UNIT 4,4.2,4.2,,,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,CENTRY_6_PL1X4,CENTRY_6_GEN 2,GEN,CENTURY GEN 2,10.8,10.8,,"Colton Power, LP ",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,CENTRY_6_PL1X4,CENTRY_6_GEN 3,GEN,CENTURY GEN 3,10.8,10.8,,"Colton Power, LP ",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,N,,VISTA_2_FCELL,GEN,CSUSB fuel cell,1.4,1.4,SCE,Southern California Edison,OTHER,NATURAL GAS,SP15,2013-09-13,,CISO,SCE
Non-Participating,N,Y,DMDVLY_1_UNITS,DMDVLY_1_GEN 2,GEN,Diamond Valley Unit 2,3.3,3.3,,Metropolitan Water District of Southern California (MWD),HYDRO,WATER,SP15,,,CISO,
Participating Unit,N,Y,COLVIL_7_PL1X2,COLVIL_7_PL1X2,GEN,COLLIERVILLE HYDRO UNIT 1 & 2 AGGREGATE,246.86,,PGAE,NCPA (MSS Agreement - S14),HYDRO,WATER,NP15,,,CISO,NCPA
Participating Unit,Y,N,,MOSSLD_1_QF,GEN,SMALL QF AGGREGATION - SANTA CRUZ,1,1,PGAE,Pacific Gas & Electric Company,OTHER,OTHER,NP15,1985-01-01,,CISO,PGAE
Non-Participating,,Y,OTMESA_2_PL1X3,OTMESA_2_STG3,GEN,OTAY MESA STEAM TURBINE 3,290.7,290.7,,"Otay Mesa Energy Center, LLC",STEAM,HEAT RECOVERY,SP15,,,CISO,
Non-Participating,N,Y,BIGCRK_2_EXESWD,BGCRK1_7_UNIT 3,GEN,BIG CREEK PH 1 UNIT 3,21.6,21.6,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Non-Participating,N,Y,BIGCRK_2_EXESWD,BGCRK3_7_UNIT 3,GEN,BIG CREEK PH 3 UNIT 3,34,34,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Participating Unit,Y,N,,TXMCKT_6_UNIT,GEN,McKittrick Cogen,11.2,11.2,PGAE,Chevron USA Inc,COMBUSTION TURBINE,NATURAL GAS,ZP26,1994-10-01,,CISO,PGAE
Participating Unit,N,N,,LOWGAP_7_QFUNTS,GEN,Matthews Dam Hydro,1.35,3.5,PGAE,Humboldt Bay Municipal Water District,HYDRO,WATER,NP15,2017-05-10,,CISO,PGAE
Participating Unit,N,N,,GRIZLY_1_UNIT 1,GEN,GRIZZLY HYDRO,20,20,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1993-01-01,,CISO,PGAE
Participating Unit,Y,N,,NGILAA_5_SDGDYN,TG,NGILAA_5_SDGDYN,57,,SCE,NRTHGILA500,COMBINED CYCLE,NATURAL GAS,SP15,,,AZPS,SDGE
Participating Unit,N,N,,BIGSKY_2_SOLAR3,GEN,Big Sky Summer ,20,20,SCE,Summer Solar LLC,PHOTO VOLTAIC,SUN,SP15,2016-07-25,,CISO,SCE
Participating Unit,N,N,,VICTOR_1_EXSLRB,GEN,Expressway Solar B,2,2,SCE,"FTS Master Tenant 1, LLC",PHOTO VOLTAIC,SUN,SP15,2014-05-07,,CISO,SCE
Non-Participating,N,Y,ONLLPP_6_UNITS,ONLLPP_6_UNIT 3,GEN,O'NEILL PUMP-GEN UNIT 3,4.2,4.2,,,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,PARDEB_6_UNITS,PARDEB_2_UNIT 1,GEN,PARDEE HYDRO UNIT 1,10,10,,East Bay Municipal Utility District,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,SANDLT_2_SUNITS,SANDLT_2_STGB,GEN,SANDLT_2_STGB,137.5,137.5,,Abengoa Solar LLC,STEAM,SUN,SP15,,,CISO,
Participating Unit,N,N,,VESTAL_2_UNIT1,GEN,CALGREN-PIXLEY,5,11.2,SCE,GFP Ethanol LLC,COMBUSTION TURBINE,NATURAL GAS,SP15,2016-06-30,,CISO,SCE
Participating Unit,Y,N,,MCCALL_1_QF,GEN,SMALL QF AGGREGATION - FRESNO,2.5,2.5,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1990-01-01,,CISO,PGAE
Participating Unit,Y,N,,GOLETA_6_EXGEN,GEN,EXXON COMPANY USA,48.2,48.2,SCE,SOUTHERN CALIFORNIA EDISON COMPANY,,OTHER,SP15,1993-08-19,,CISO,SCE
Participating Unit,N,N,,PMDLET_6_SOLAR1,GEN,"SEPV Palmdale East, LLC",10,10,SCE,"SEPV Palmdale East, LLC",PHOTO VOLTAIC,SUN,SP15,2015-07-31,,CISO,SCE
Participating Unit,N,N,,BIGSKY_2_SOLAR5,GEN,Big Sky Solar 2,5,5,SCE,"Antelope DSR 2, LLC",PHOTO VOLTAIC,SUN,SP15,2016-11-30,,CISO,SCE
Participating Unit,N,N,,TMPLTN_2_SOLAR,GEN,Vintner Solar,1.5,1.5,PGAE,Vintner Solar LLC,PHOTO VOLTAIC,SUN,ZP26,2014-03-05,,CISO,PGAE
